# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	484379	485980	+					pgbB		HELPY_RS02410	1602		old_locus_tag=HELPY_0489
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	484379	485980	+	WP_001039595.1	WP_001039595.1		plasminogen-binding protein PgbB	pgbB		HELPY_RS02410	1602	533	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	485985	486656	+							HELPY_RS02415	672		old_locus_tag=HELPY_0490
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	485985	486656	+	WP_001111563.1	WP_001111563.1		type III pantothenate kinase			HELPY_RS02415	672	223	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	486647	487387	+							HELPY_RS02420	741		old_locus_tag=HELPY_0491
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	486647	487387	+	WP_001178248.1	WP_001178248.1		sulfite exporter TauE/SafE family protein			HELPY_RS02420	741	246	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	487377	487898	+					gmhB		HELPY_RS02425	522		old_locus_tag=HELPY_0492
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	487377	487898	+	WP_001095394.1	WP_001095394.1		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	gmhB		HELPY_RS02425	522	173	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	487907	488899	+					rfaD		HELPY_RS02430	993		old_locus_tag=HELPY_0493
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	487907	488899	+	WP_001269013.1	WP_001269013.1		ADP-glyceromanno-heptose 6-epimerase	rfaD		HELPY_RS02430	993	330	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	488896	490281	+					rfaE1		HELPY_RS02435	1386		old_locus_tag=HELPY_0494
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	488896	490281	+	WP_000723174.1	WP_000723174.1		D-glycero-beta-D-manno-heptose-7-phosphate kinase	rfaE1		HELPY_RS02435	1386	461	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	490274	490852	+					gmhA		HELPY_RS02440	579		old_locus_tag=HELPY_0495
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	490274	490852	+	WP_000564561.1	WP_000564561.1		D-sedoheptulose 7-phosphate isomerase	gmhA		HELPY_RS02440	579	192	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	490855	491949	-							HELPY_RS02445	1095		old_locus_tag=HELPY_0496
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	490855	491949	-	WP_000397929.1	WP_000397929.1		hypothetical protein			HELPY_RS02445	1095	364	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	491959	493549	-							HELPY_RS02450	1591		pseudo;old_locus_tag=HELPY_0497
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	491959	493549	-				peptidoglycan O-acetyltransferase			HELPY_RS02450	1591		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	493691	494668	-							HELPY_RS02455	978		old_locus_tag=HELPY_0500
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	493691	494668	-	WP_000862211.1	WP_000862211.1		GMP reductase			HELPY_RS02455	978	325	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	494866	496467	+							HELPY_RS02460	1602		old_locus_tag=HELPY_0501
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	494866	496467	+	WP_000942125.1	WP_000942125.1		ATP-binding cassette domain-containing protein			HELPY_RS02460	1602	533	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	496464	497403	+							HELPY_RS02465	940		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	496464	497403	+				COG2958 family protein			HELPY_RS02465	940		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	497440	498126	-							HELPY_RS02470	687		old_locus_tag=HELPY_0504
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	497440	498126	-	WP_000230849.1	WP_000230849.1		phosphatase PAP2 family protein			HELPY_RS02470	687	228	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	498306	498974	+							HELPY_RS08550	669		old_locus_tag=HELPY_0505
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	498306	498974	+	WP_231844036.1	WP_231844036.1		type I restriction-modification system subunit M			HELPY_RS08550	669	222	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	498913	499902	+							HELPY_RS08555	990		old_locus_tag=HELPY_0506
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	498913	499902	+	WP_231844037.1	WP_231844037.1		type I restriction-modification system subunit M			HELPY_RS08555	990	329	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	499895	500512	+							HELPY_RS02480	618		old_locus_tag=HELPY_0507
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	499895	500512	+	WP_012777842.1	WP_012777842.1		restriction endonuclease subunit S			HELPY_RS02480	618	205	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	500509	503506	+							HELPY_RS08370	2998		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	500509	503506	+				type I restriction endonuclease subunit R			HELPY_RS08370	2998		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	503595	504374	+					thiM		HELPY_RS02490	780		old_locus_tag=HELPY_0510
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	503595	504374	+	WP_012777843.1	WP_012777843.1		hydroxyethylthiazole kinase	thiM		HELPY_RS02490	780	259	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	504371	505180	+					thiD		HELPY_RS02495	810		old_locus_tag=HELPY_0511
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	504371	505180	+	WP_000708576.1	WP_000708576.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		HELPY_RS02495	810	269	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	505173	505835	+					thiE		HELPY_RS02500	663		old_locus_tag=HELPY_0512
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	505173	505835	+	WP_000458924.1	WP_000458924.1		thiamine phosphate synthase	thiE		HELPY_RS02500	663	220	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	505944	506681	-							HELPY_RS02505	738		old_locus_tag=HELPY_0513
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	505944	506681	-	WP_000888380.1	WP_000888380.1		hypothetical protein			HELPY_RS02505	738	245	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	506681	507958	-					coaBC		HELPY_RS02510	1278		old_locus_tag=HELPY_0514
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	506681	507958	-	WP_001009988.1	WP_001009988.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		HELPY_RS02510	1278	425	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	507955	508938	-					pseB		HELPY_RS02515	984		old_locus_tag=HELPY_0515
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	507955	508938	-	WP_033757425.1	WP_033757425.1		UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	pseB		HELPY_RS02515	984	327	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	508960	510723	-							HELPY_RS02520	1764		old_locus_tag=HELPY_0516
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	508960	510723	-	WP_000788093.1	WP_000788093.1		OmpP1/FadL family transporter			HELPY_RS02520	1764	587	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	510720	511337	-							HELPY_RS02525	618		old_locus_tag=HELPY_0517
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	510720	511337	-	WP_001268750.1	WP_001268750.1		hypothetical protein			HELPY_RS02525	618	205	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	511357	511962	-							HELPY_RS02530	606		old_locus_tag=HELPY_0518
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	511357	511962	-	WP_001236611.1	WP_001236611.1		LPP20 family lipoprotein			HELPY_RS02530	606	201	
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	512432	512508	-							HELPY_RS02535	77		old_locus_tag=HELPY_tRNA26
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	512432	512508	-				tRNA-Arg			HELPY_RS02535	77		anticodon=CCT
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	512571	512855	-							HELPY_RS02540	285		old_locus_tag=HELPY_0519
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	512571	512855	-	WP_001029098.1	WP_001029098.1		HU family DNA-binding protein			HELPY_RS02540	285	94	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	513007	514392	-					der		HELPY_RS02545	1386		old_locus_tag=HELPY_0520
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	513007	514392	-	WP_001097780.1	WP_001097780.1		ribosome biogenesis GTPase Der	der		HELPY_RS02545	1386	461	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	514469	515353	+							HELPY_RS02550	885		old_locus_tag=HELPY_0521
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	514469	515353	+	WP_000480309.1	WP_000480309.1		hypothetical protein			HELPY_RS02550	885	294	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	515440	516228	+							HELPY_RS02555	789		old_locus_tag=HELPY_0522
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	515440	516228	+	WP_000265097.1	WP_000265097.1		spermidine synthase			HELPY_RS02555	789	262	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	516230	516820	+					coaE		HELPY_RS02560	591		old_locus_tag=HELPY_0523
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	516230	516820	+	WP_000243314.1	WP_000243314.1		dephospho-CoA kinase	coaE		HELPY_RS02560	591	196	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	516880	518241	+					gatA		HELPY_RS02565	1362		old_locus_tag=HELPY_0524
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	516880	518241	+	WP_000631405.1	WP_000631405.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		HELPY_RS02565	1362	453	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	518251	519696	+					guaB		HELPY_RS02570	1446		old_locus_tag=HELPY_0525
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	518251	519696	+	WP_001221727.1	WP_001221727.1		IMP dehydrogenase	guaB		HELPY_RS02570	1446	481	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	519818	520498	+							HELPY_RS02575	681		old_locus_tag=HELPY_0526
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	519818	520498	+	WP_000401209.1	WP_000401209.1		F0F1 ATP synthase subunit A			HELPY_RS02575	681	226	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	520820	521068	+							HELPY_RS02580	249		old_locus_tag=HELPY_0528
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	520820	521068	+	WP_000790557.1	WP_000790557.1		RNA-binding protein			HELPY_RS02580	249	82	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	521298	522119	-							HELPY_RS02585	822		old_locus_tag=HELPY_0529
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	521298	522119	-	WP_001263349.1	WP_001263349.1		glycosyltransferase family 25 protein			HELPY_RS02585	822	273	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	522476	523411	-					trxB		HELPY_RS02590	936		old_locus_tag=HELPY_0531
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	522476	523411	-	WP_000564414.1	WP_000564414.1		thioredoxin-disulfide reductase	trxB		HELPY_RS02590	936	311	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	523416	523736	-					trxA		HELPY_RS02595	321		old_locus_tag=HELPY_0532
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	523416	523736	-	WP_000020199.1	WP_000020199.1		thioredoxin	trxA		HELPY_RS02595	321	106	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	523825	524169	-							HELPY_RS02600	345		old_locus_tag=HELPY_0533
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	523825	524169	-	WP_001211672.1	WP_001211672.1		YraN family protein			HELPY_RS02600	345	114	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	524170	525435	-							HELPY_RS02605	1266		old_locus_tag=HELPY_0534
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	524170	525435	-	WP_000746744.1	WP_000746744.1		homoserine dehydrogenase			HELPY_RS02605	1266	421	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	525446	527230	-					uvrC		HELPY_RS02610	1785		old_locus_tag=HELPY_0535
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	525446	527230	-	WP_000774308.1	WP_000774308.1		excinuclease ABC subunit UvrC	uvrC		HELPY_RS02610	1785	594	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	527231	527692	-							HELPY_RS02615	462		old_locus_tag=HELPY_0536
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	527231	527692	-	WP_000437225.1	WP_000437225.1		hypothetical protein			HELPY_RS02615	462	153	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	527684	527863	+							HELPY_RS02620	180		
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	527684	527863	+	WP_000468793.1	WP_000468793.1		hypothetical protein			HELPY_RS02620	180	59	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	527875	528516	-							HELPY_RS02625	642		old_locus_tag=HELPY_0538
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	527875	528516	-	WP_000659448.1	WP_000659448.1		ATP-binding cassette domain-containing protein			HELPY_RS02625	642	213	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	528520	530181	-							HELPY_RS02630	1662		old_locus_tag=HELPY_0539
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	528520	530181	-	WP_041200395.1	WP_041200395.1		ABC transporter permease/substrate-binding protein			HELPY_RS02630	1662	553	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	530250	530687	-							HELPY_RS02635	438		old_locus_tag=HELPY_0540
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	530250	530687	-	WP_041200504.1	WP_041200504.1		hypothetical protein			HELPY_RS02635	438	145	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	530693	531466	-					motB		HELPY_RS02640	774		old_locus_tag=HELPY_0541
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	530693	531466	-	WP_001085343.1	WP_001085343.1		flagellar motor protein MotB	motB		HELPY_RS02640	774	257	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	531469	532242	-					motA		HELPY_RS02645	774		old_locus_tag=HELPY_0542
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	531469	532242	-	WP_000366184.1	WP_000366184.1		flagellar motor stator protein MotA	motA		HELPY_RS02645	774	257	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	532258	533025	-							HELPY_RS02650	768		old_locus_tag=HELPY_0543
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	532258	533025	-	WP_000952578.1	WP_000952578.1		HesA/MoeB/ThiF family protein			HELPY_RS02650	768	255	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	533026	533643	-							HELPY_RS02655	618		old_locus_tag=HELPY_0544
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	533026	533643	-	WP_000404693.1	WP_000404693.1		MBL fold metallo-hydrolase			HELPY_RS02655	618	205	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	533775	534785	+							HELPY_RS02660	1011		old_locus_tag=HELPY_0545
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	533775	534785	+	WP_012777846.1	WP_012777846.1		class I SAM-dependent methyltransferase			HELPY_RS02660	1011	336	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	535147	535473	+							HELPY_RS02665	327		old_locus_tag=HELPY_0546
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	535147	535473	+	WP_000688971.1	WP_000688971.1		hypothetical protein			HELPY_RS02665	327	108	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	535452	536054	+					rsmD		HELPY_RS02670	603		old_locus_tag=HELPY_0547
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	535452	536054	+	WP_001112808.1	WP_001112808.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		HELPY_RS02670	603	200	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	536069	536620	+					fliL		HELPY_RS02675	552		old_locus_tag=HELPY_0548
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	536069	536620	+	WP_000797032.1	WP_000797032.1		flagellar basal body-associated protein FliL	fliL		HELPY_RS02675	552	183	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	536627	536983	+					acpS		HELPY_RS02680	357		old_locus_tag=HELPY_0549
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	536627	536983	+	WP_000232797.1	WP_000232797.1		holo-ACP synthase	acpS		HELPY_RS02680	357	118	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	537196	539575	+							HELPY_RS02685	2380		pseudo;old_locus_tag=HELPY_0552
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	537196	539575	+				TonB-dependent receptor family protein			HELPY_RS02685	2380		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	539586	540206	-							HELPY_RS02690	621		old_locus_tag=HELPY_0553
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	539586	540206	-	WP_000883236.1	WP_000883236.1		M48 family metallopeptidase			HELPY_RS02690	621	206	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	540288	541142	+							HELPY_RS02695	855		old_locus_tag=HELPY_0554
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	540288	541142	+	WP_001263306.1	WP_001263306.1		glycosyltransferase family 25 protein			HELPY_RS02695	855	284	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	541309	542343	+							HELPY_RS02700	1035		old_locus_tag=HELPY_0555
